n,a1,a2,a3,b1,b2,b3,c1,c2,v1,v2,p1,p2,t1,t2,l1,l2,h1,h2,o,time
115,0.318117100,16198,16198.000,0.318117000,10999,10999.000,0.318117100,184.16363031,2763005.61142542,24951456.54989185,0.316688577,0.321939843,842,4725,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:12:18.241426
116,0.317983500,16393,16393.000,0.317851400,9600,9600.000,0.318084900,269.44000000,2763275.05142542,24951725.98989185,0.316688713,0.321939801,843,4726,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:13:18.402203
117,0.317978600,25987,25987.000,0.317978500,11003,11003.000,0.318084900,269.44000000,2763275.05142542,24951725.98989185,0.316688713,0.321939801,843,4726,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:14:18.537274
118,0.318142000,25337,25337.000,0.317825000,11008,11008.000,0.317912900,0.00000035,2809506.94531143,24997957.88377786,0.316709754,0.321932455,851,4734,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:15:18.664471
119,0.317954400,16386,16386.000,0.317845100,9600,9600.000,0.317912900,0.00000035,2809506.94531143,24982657.88377786,0.316709754,0.321928545,851,4731,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:16:18.806952
120,0.318224700,16371,16371.000,0.318154800,10997,10997.000,0.317912900,0.00000035,2809506.94531143,24982657.88377786,0.316709754,0.321928545,851,4731,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:17:19.191540
121,0.318214100,9600,9600.000,0.318167300,4700,4700.000,0.317912900,0.00000035,2809506.94531143,24976599.39311939,0.316709754,0.321926953,851,4729,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:18:19.313483
122,0.318114200,9600,9600.000,0.317864900,9600,9600.000,0.317912900,0.00000035,2809506.94531143,24975284.82311939,0.316709754,0.321926607,851,4725,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:19:19.436477
123,0.318123500,9600,9600.000,0.317989600,9600,9600.000,0.317912900,0.00000035,2809506.94531143,24975284.82311939,0.316709754,0.321926607,851,4725,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:20:19.570071
124,0.318105000,2400,2400.000,0.318104900,4700,4700.000,0.318105100,1400.00000000,2810937.75531143,24968493.61311939,0.316710465,0.321924014,853,4721,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:21:19.707098
125,0.318292800,9600,9600.000,0.318191300,4700,4700.000,0.318105000,2400.00000000,2813337.75531143,24970593.01663776,0.316711655,0.321923559,854,4717,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:22:19.841384
126,0.318318400,9600,9600.000,0.318188700,10995,10995.000,0.318105000,2400.00000000,2813337.75531143,24962437.17249089,0.316711655,0.321921188,854,4715,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:23:19.968409
127,0.318237900,9600,9600.000,0.318096600,9600,9600.000,0.318120700,130.00000000,2813467.75531143,24961563.90923366,0.316711720,0.321920876,855,4714,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:24:20.089609
128,0.318292400,9600,9600.000,0.318163700,9600,9600.000,0.318120700,130.00000000,2813467.75531143,24960348.77403366,0.316711720,0.321920503,855,4708,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:25:20.211888
129,0.318405200,16363,16363.000,0.318342600,9600,9600.000,0.318402200,153.97000000,2813621.72531143,24958802.74403368,0.316711812,0.321919977,856,4707,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:26:20.344134
130,0.318365800,4700,4700.000,0.318274600,9600,9600.000,0.318402200,153.97000000,2813621.72531143,24936378.21980151,0.316711812,0.321913526,856,4700,0.313873200,0.313873200,0.320937300,0.329900000,0.320167700,2021-06-16 06:27:20.469564
131,0.318643400,16353,16353.000,0.318548600,9600,9600.000,0.318402200,153.97000000,2813621.72531143,24477532.32026727,0.316711812,0.321766191,856,4665,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:28:20.599921
132,0.318717000,1,1.000,0.318711400,4700,4700.000,0.318717000,67.36780000,2813894.84311143,24477001.65426727,0.316712006,0.321765917,859,4663,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:29:20.722794
133,0.318820600,16340,16340.000,0.318691200,4700,4700.000,0.318717000,15399.99997161,2838894.84311143,24500202.25478345,0.316729662,0.321762258,862,4664,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:30:20.847861
134,0.318676200,16354,16354.000,0.318676100,24569,24569.000,0.318717000,15399.99997161,2838894.84311143,24499927.47478345,0.316729662,0.321762179,862,4662,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:31:20.979972
135,0.318676200,30654,30654.000,0.318676100,24569,24569.000,0.318717000,15399.99997161,2838894.84311143,24486924.03476333,0.316729662,0.321758686,862,4655,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:32:21.120201
136,0.318663100,4700,4700.000,0.318447000,9600,9600.000,0.318492900,6152.29000000,2869616.11611143,24433188.17418567,0.316750107,0.321732870,867,4655,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:33:21.247096
137,0.318350100,52212,52212.000,0.318350000,2005,2005.000,0.318492900,6152.29000000,2869616.11611143,23916080.18708567,0.316750107,0.321597436,867,4633,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:34:21.372455
138,0.318394600,4700,4700.000,0.318358100,9600,9600.000,0.318407900,307.93000000,2869924.04611143,23875104.23776333,0.316750285,0.321586324,868,4630,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:35:21.781180
139,0.318356300,60194,60194.000,0.318356200,503,503.000,0.318356300,30.78000000,2872943.06701143,23878123.25866333,0.316751972,0.321585915,870,4632,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:36:21.906731
140,0.317934300,16429,16429.000,0.317848600,12190,12190.000,0.318350000,7408.44900402,2888583.87111143,23892764.06276333,0.316760626,0.321583511,874,4635,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:37:22.031754
141,0.318033800,9600,9600.000,0.317969000,37724,37724.000,0.317867200,0.00139501,2889726.41190654,23881534.30355844,0.316761064,0.321579984,877,4637,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:38:22.162666
142,0.318165200,9600,9600.000,0.318096000,4700,4700.000,0.317867200,0.00139501,2889726.41190654,23881379.47355844,0.316761064,0.321579942,877,4636,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:39:22.566330
143,0.318316000,9600,9600.000,0.318162800,342,342.000,0.318130900,1106.23600000,2890832.64790654,23851889.94855844,0.316761588,0.321571495,878,4634,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:40:22.690265
144,0.318162900,21116,21116.000,0.318162800,342,342.000,0.318130900,1106.23600000,2890832.64790654,23851889.94855844,0.316761588,0.321571495,878,4634,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:41:22.818551
145,0.318083500,21121,21121.000,0.318083400,3149,3149.000,0.318083500,16431.09203722,2912305.73994376,23873363.04059566,0.316771344,0.321568359,881,4637,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:42:22.940165
146,0.318098800,16419,16419.000,0.318089000,9600,9600.000,0.318083500,16431.09203722,2912305.73994376,23871863.04059566,0.316771344,0.321567956,881,4636,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:43:23.353199
147,0.317993500,9600,9600.000,0.317794700,9600,9600.000,0.317870900,0.00000140,2912385.73994376,23871292.48059566,0.316771374,0.321567768,885,4638,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:44:23.474269
148,0.318123300,1,1.000,0.318123200,39800,39800.000,0.318123300,70.58400000,2912456.32394376,23871363.06459566,0.316771407,0.321567758,886,4639,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:45:23.594771
149,0.318110600,9600,9600.000,0.318038000,1589,1589.000,0.318282400,82.65286456,2912538.97684376,23837165.71749566,0.316771450,0.321558496,888,4638,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:46:23.733614
150,0.318282400,1,1.000,0.318237400,9600,9600.000,0.318085200,61.60000000,2915696.15684376,23163261.35084653,0.316772865,0.321366269,890,4595,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:47:23.861244
151,0.318141500,16434,16434.000,0.318078700,4700,4700.000,0.318085200,61.60000000,2915696.15684376,23163261.35084653,0.316772865,0.321366269,890,4595,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:48:24.000044
152,0.318337400,9600,9600.000,0.318278600,9600,9600.000,0.318315800,79.99418271,2915776.15114376,23163281.19596982,0.316772907,0.321366241,892,4596,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:49:24.136124
153,0.318343100,74,74.000,0.318343000,57379,57379.000,0.318315800,79.99418271,2915776.15114376,23163281.19596982,0.316772907,0.321366241,892,4596,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:50:24.276508
154,0.318343100,74,74.000,0.318343000,65232,65232.000,0.318315800,79.99418271,2915776.15114376,23163281.19596982,0.316772907,0.321366241,892,4596,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:51:24.464580
155,0.318482700,71,71.000,0.318482600,50955,50955.000,0.318315800,79.99418271,2915776.15114376,23163130.93596982,0.316772907,0.321366200,892,4595,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:52:24.600633
156,0.318579200,1,1.000,0.318579100,109028,109028.000,0.318579200,70.24110000,2915916.68794376,23142126.72783961,0.316772992,0.321360417,895,4589,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:53:24.738057
157,0.318796000,1,1.000,0.318795900,105436,105436.000,0.318796000,167.75164666,2916332.73394376,23142542.77383961,0.316773279,0.321360371,900,4594,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:54:24.870948
158,0.319000100,83,83.000,0.319000000,51522,51522.000,0.318796000,0.00023765,2916332.73418141,23142542.77407726,0.316773279,0.321360371,901,4595,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:55:25.009735
159,0.319000100,30776,30776.000,0.319000000,10292,10292.000,0.319000000,500.00080000,2921058.33478141,23147268.37467726,0.316776882,0.321359889,903,4597,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:56:25.146611
160,0.319000100,1,1.000,0.319000000,50193,50193.000,0.319000100,82.26800000,2921140.60278141,23146723.42667726,0.316776944,0.321359716,904,4596,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:57:25.275019
161,0.319000100,1,1.000,0.319000000,51110,51110.000,0.319000100,82.26800000,2921140.60278141,23144723.42667726,0.316776944,0.321359149,904,4595,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:58:25.404832
162,0.318915300,9600,9600.000,0.318702800,9600,9600.000,0.318742000,283.81789969,2924724.30278141,23148307.12667726,0.316779529,0.321358766,913,4604,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 06:59:25.537114
163,0.319000100,1,1.000,0.319000000,104509,104509.000,0.318742000,283.81789969,2924724.30278141,23148307.12667726,0.316779529,0.321358766,913,4604,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:00:25.668856
164,0.319300000,4908,4908.000,0.319295700,16365,16365.000,0.319300000,147.64077326,2925244.46188141,23148827.28577726,0.316779969,0.321358719,920,4611,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:01:25.792068
165,0.319398800,16369,16369.000,0.319328900,9600,9600.000,0.319439800,29.88828507,2930472.54218141,23154055.36607726,0.316784469,0.321358255,930,4621,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:02:25.917343
166,0.319302500,4700,4700.000,0.319153900,9600,9600.000,0.319439800,29.88828507,2930472.54218141,23153955.36607726,0.316784469,0.321358228,930,4620,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:03:26.060796
167,0.319486700,37,37.000,0.319486600,91429,91429.000,0.319486700,55.75341505,2946933.38974979,23139170.73871859,0.316798946,0.321348759,933,4615,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:04:26.187969
168,0.319565800,1,1.000,0.319503500,9600,9600.000,0.319565800,220.32310000,2947644.73920314,23102833.63558770,0.316799604,0.321339187,939,4613,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:05:26.339330
169,0.319565800,1,1.000,0.319565700,9600,9600.000,0.319565800,220.32310000,2947644.73920314,23092833.63558770,0.316799604,0.321336622,939,4610,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:06:26.466851
170,0.319565800,1,1.000,0.319565700,55625,55625.000,0.319565800,220.32310000,2947644.73920314,23092833.63558770,0.316799604,0.321336622,939,4610,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:07:26.593650
171,0.319565800,1,1.000,0.319565700,71025,71025.000,0.319565800,220.32310000,2947644.73920314,23092833.63558770,0.316799604,0.321336622,939,4610,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:08:26.725931
172,0.319566100,9600,9600.000,0.319566000,260,260.000,0.319565800,0.00008583,2947644.73928897,23092833.63567353,0.316799604,0.321336622,940,4611,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:09:26.865469
173,0.319566100,82041,82041.000,0.319566000,20780,20780.000,0.319565800,0.00008583,2947644.73928897,23092833.63567353,0.316799604,0.321336622,940,4611,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:10:26.991462
174,0.319566100,44473,44473.000,0.319566000,20780,20780.000,0.319565800,0.00008583,2947644.73928897,23046586.76767353,0.316799604,0.321324734,940,4604,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:11:27.116045
175,0.319215500,16368,16368.000,0.319120600,9600,9600.000,0.319098800,49.16059486,2968772.66404247,23066602.90242703,0.316819268,0.321322847,946,4608,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:12:27.250325
176,0.319400900,9600,9600.000,0.319329700,4700,4700.000,0.319098800,49.16059486,2968772.66404247,23019480.63882379,0.316819268,0.321311398,946,4596,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:13:27.380628
177,0.319183400,9600,9600.000,0.319033600,9600,9600.000,0.319098800,49.16059486,2968772.66404247,23019480.63882379,0.316819268,0.321311398,946,4596,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:14:27.767075
178,0.319033600,30632,30632.000,0.319033500,3905,3905.000,0.319098800,49.16059486,2968772.66404247,23019364.84882379,0.316819268,0.321311367,946,4595,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:15:27.902957
179,0.318969600,9600,9600.000,0.318773000,9600,9600.000,0.319033500,912.57200000,2972676.72876885,23023268.91355017,0.316822176,0.321310981,949,4598,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:16:28.026662
180,0.318964600,9600,9600.000,0.318877700,9600,9600.000,0.319033500,912.57200000,2972676.72876885,23020268.91355017,0.316822176,0.321310240,949,4597,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:17:28.162250
181,0.319066600,21035,21035.000,0.319066500,59,59.000,0.319033500,912.57200000,2972676.72876885,23020268.91355017,0.316822176,0.321310240,949,4597,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:18:28.294506
182,0.319066600,14300,14300.000,0.319066500,59,59.000,0.319033500,912.57200000,2972676.72876885,23020268.91355017,0.316822176,0.321310240,949,4597,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:19:28.425642
183,0.319342500,76038,76038.000,0.319342400,59,59.000,0.319033500,912.57200000,2972676.72876885,23020168.91355017,0.316822176,0.321310214,949,4596,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:20:28.583249
184,0.319095700,9600,9600.000,0.319066500,2665,2665.000,0.319066500,540.92421867,2973275.79876885,23019605.82355017,0.316822633,0.321309878,951,4593,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:21:28.720917
185,0.318915100,16370,16370.000,0.318833900,12166,12166.000,0.319066500,833.48100000,2975940.57155018,23004257.50633150,0.316824642,0.321305112,953,4592,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:22:28.845816
186,0.318803800,9600,9600.000,0.318691500,9600,9600.000,0.319066500,833.48100000,2975940.57155018,23001659.26633150,0.316824642,0.321304458,953,4589,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:23:28.974550
187,0.318819700,50,50.000,0.318819600,83712,83712.000,0.319066500,833.48100000,2975940.57155018,23001350.16760409,0.316824642,0.321304378,953,4584,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:24:29.107713
188,0.318819700,14300,14300.000,0.318819600,1066,1066.000,0.318991800,33590.53280145,3025940.57155018,23051165.16760409,0.316860432,0.321299312,956,4586,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:25:29.231902
189,0.318860800,4700,4700.000,0.318822900,9600,9600.000,0.318991800,33590.53280145,3025940.57155018,23049004.26760409,0.316860432,0.321298736,956,4585,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:26:29.360227
190,0.318819700,21068,21068.000,0.318819600,1335,1335.000,0.318991800,33590.53280145,3025940.57155018,23049004.26760409,0.316860432,0.321298736,956,4585,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:27:29.497079
191,0.318819700,30668,30668.000,0.318819600,1335,1335.000,0.318991800,33590.53280145,3025940.57155018,23049004.26760409,0.316860432,0.321298736,956,4585,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:28:29.622749
192,0.318800900,9600,9600.000,0.318608700,9600,9600.000,0.318645600,160.00000000,3027361.78155018,23050425.47760409,0.316861261,0.321298571,959,4588,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:29:29.751322
193,0.318608700,9600,9600.000,0.318581400,1869,1869.000,0.318645600,160.00000000,3027361.78155018,23050425.47760409,0.316861261,0.321298571,959,4588,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:30:29.875642
194,0.318581500,68379,68379.000,0.318581400,2137,2137.000,0.318645600,160.00000000,3027361.78155018,23050425.47760409,0.316861261,0.321298571,959,4588,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:31:30.001483
195,0.318078700,9600,9600.000,0.318078600,947,947.000,0.318570500,3793.04600000,3033290.99729745,23056354.69335136,0.316864610,0.321297871,963,4592,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:32:30.144454
196,0.318566800,9600,9600.000,0.318314300,9600,9600.000,0.318599900,2510.59561236,3093605.81250749,23116669.50856140,0.316897249,0.321290672,971,4600,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:33:30.268914
197,0.318234000,9600,9600.000,0.318078600,947,947.000,0.318599900,2510.59561236,3093605.81250749,23116669.50856140,0.316897249,0.321290672,971,4600,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:34:30.393590
198,0.318100000,10318,10318.000,0.318099900,67479,67479.000,0.318078600,514.42291063,3101846.97250749,23124910.66856140,0.316900428,0.321289532,981,4610,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:35:30.514816
199,0.318404300,77,77.000,0.318404200,83334,83334.000,0.318100000,0.00000007,3112164.65034252,23134118.50522254,0.316904404,0.321287790,986,4613,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:36:30.639651
200,0.318404300,9677,9677.000,0.318404200,212,212.000,0.318100000,0.00000007,3112164.65034252,23118176.14522254,0.316904404,0.321283192,986,4608,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:37:31.032177
201,0.318404300,30828,30828.000,0.318404200,212,212.000,0.318100000,0.00000007,3112164.65034252,23103896.15602254,0.316904404,0.321279176,986,4600,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:38:31.184280
202,0.318404300,22047,22047.000,0.318404200,212,212.000,0.318100000,0.00000007,3112164.65034252,23011181.29102254,0.316904404,0.321253193,986,4594,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:39:31.308097
203,0.318404300,43133,43133.000,0.318404200,212,212.000,0.318100000,0.00000007,3112164.65034252,22834380.04903499,0.316904404,0.321207199,986,4583,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:40:31.429074
204,0.318404000,864,864.000,0.318360300,4700,4700.000,0.318404200,53.23946484,3112375.71000760,22834591.10870007,0.316904506,0.321207173,988,4585,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:41:31.551448
205,0.318388100,9600,9600.000,0.318338400,4700,4700.000,0.318404200,53.23946484,3112375.71000760,22805197.23195324,0.316904506,0.321199167,988,4581,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:42:31.675683
206,0.318274300,9600,9600.000,0.318111100,15472,15472.000,0.318404200,53.23946484,3112375.71000760,22805033.44195324,0.316904506,0.321199121,988,4579,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:43:31.821374
207,0.318275100,9600,9600.000,0.318143700,9600,9600.000,0.318404200,53.23946484,3112375.71000760,22805033.44195324,0.316904506,0.321199121,988,4579,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:44:31.957662
208,0.318388100,9600,9600.000,0.318337000,4700,4700.000,0.318404200,53.23946484,3112375.71000760,22794540.24802740,0.316904506,0.321196073,988,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:45:32.088849
209,0.318404000,864,864.000,0.318403900,91734,91734.000,0.318404200,53.23946484,3112375.71000760,22794540.24802740,0.316904506,0.321196073,988,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:46:32.223063
210,0.318404000,864,864.000,0.318403900,29758,29758.000,0.318404200,53.23946484,3112375.71000760,22794540.24802740,0.316904506,0.321196073,988,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:47:32.347166
211,0.318395000,9600,9600.000,0.318350600,4700,4700.000,0.318403900,3150.00000000,3115525.71000760,22797390.48802740,0.316906022,0.321195587,989,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:48:32.476007
212,0.318372100,9600,9600.000,0.318278000,4700,4700.000,0.318372000,1005.03904833,3116530.74905593,22797995.52707573,0.316906495,0.321195328,990,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:49:32.612872
213,0.318404000,864,864.000,0.318403900,36859,36859.000,0.318372000,1005.03904833,3116530.74905593,22797995.52707573,0.316906495,0.321195328,990,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:50:32.739732
214,0.318404000,864,864.000,0.318403900,46459,46459.000,0.318372000,1005.03904833,3116530.74905593,22797995.52707573,0.316906495,0.321195328,990,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:51:32.862475
215,0.318404000,15164,15164.000,0.318403900,3399,3399.000,0.318372000,1005.03904833,3116530.74905593,22797995.52707573,0.316906495,0.321195328,990,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:52:32.992300
216,0.318404000,864,864.000,0.318403900,34212,34212.000,0.318372000,1005.03904833,3116530.74905593,22797995.52707573,0.316906495,0.321195328,990,4569,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:53:33.381055
217,0.318404000,2564,2564.000,0.318403900,30813,30813.000,0.318403900,79.70000000,3116610.44905593,22798075.22707573,0.316906533,0.321195318,991,4570,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:54:33.507853
218,0.318737200,37666,37666.000,0.318642000,14623,14623.000,0.318404300,0.00000009,3131542.13194310,22813006.90996290,0.316913675,0.321193491,999,4578,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:55:33.635712
219,0.318642100,17697,17697.000,0.318642000,2522,2522.000,0.318642000,2501.00000000,3134080.79194310,22815247.48996290,0.316915074,0.321193106,1001,4579,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:56:33.763511
220,0.318078700,71155,71155.000,0.318078600,64,64.000,0.318200000,54.00000000,3144510.94994310,22825677.64796290,0.316920715,0.321191928,1004,4582,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:57:33.886350
221,0.318078700,71978,71978.000,0.318078600,64,64.000,0.318200000,54.00000000,3144510.94994310,22825677.64796290,0.316920715,0.321191928,1004,4582,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:58:34.016092
222,0.317826200,4700,4700.000,0.317729400,4700,4700.000,0.318078600,51.32756495,3144562.27750805,22825728.97552785,0.316920734,0.321191921,1005,4583,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 07:59:34.142766
223,0.317894700,9600,9600.000,0.317830300,4700,4700.000,0.318078600,51.32756495,3144562.27750805,22825728.97552785,0.316920734,0.321191921,1005,4583,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:00:34.268730
224,0.317875000,9600,9600.000,0.317830600,4700,4700.000,0.318078600,51.32756495,3144562.27750805,22809048.58852625,0.316920734,0.321186122,1005,4579,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:01:34.395903
225,0.318138400,9600,9600.000,0.317920600,9600,9600.000,0.318078600,51.32756495,3144562.27750805,22742852.58052625,0.316920734,0.321163818,1005,4576,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:02:34.523800
226,0.318376100,74,74.000,0.318345700,9600,9600.000,0.318004000,0.00000137,3144640.37750805,22727449.50452625,0.316920761,0.321158958,1009,4577,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:03:34.663494
227,0.318259500,9600,9600.000,0.318189500,4700,4700.000,0.318004000,0.00000137,3144640.37750805,22724855.97452625,0.316920761,0.321158157,1009,4574,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:04:34.789176
228,0.318367000,9600,9600.000,0.318286700,4700,4700.000,0.318260700,318.97000000,3144959.34750805,22714747.93352625,0.316920897,0.321155037,1010,4573,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:05:34.910101
229,0.318902900,67,67.000,0.318902800,14300,14300.000,0.318747500,73.11701055,3164216.79007391,22734005.37609211,0.316931033,0.321152861,1019,4582,0.313873200,0.313873200,0.320937300,0.329466100,0.320167700,2021-06-16 08:06:35.040807
